split,rxn_idx,step_idx_forward,th_status,th_event_types,th_error,mech_smi_min,mech_smi_min_th,target_smiles_for_validation
train,11445,3,added_mix,planar_to_tetrahedral,,"NS(=O)(=O)C1=CC=C([NH:1][NH+]=C(C[C:2](C2=CC=C(C3=CC=CO3)C(Cl)=C2)=[O:3])C(F)(F)F)C=C1F.[H+:4]|(1, 2);((2, 3), 4)","NS(=O)(=O)C1=CC=C([NH:1][NH+]=C(C[C:2](C2=CC=C(C3=CC=CO3)C(Cl)=C2)=[O:3])C(F)(F)F)C=C1F.[H+:4]|(1, 2);((2, 3), 4)|TH(2,'mix',())",NS(=O)(=O)C1=CC=C([N+:1]2([H:2])[NH+]=C(C(F)(F)F)CC2(C2=CC=C(C3=CC=CO3)C(Cl)=C2)[OH:3])C=C1F
train,11438,0,added_mix,planar_to_tetrahedral,,"Cl[C:1](COC1=CC=CC=C1)=[O:2].O=C(O)C[NH2:3]|(3, 1);((1, 2), 2)","Cl[C:1](COC1=CC=CC=C1)=[O:2].O=C(O)C[NH2:3]|(3, 1);((1, 2), 2)|TH(1,'mix',())",O=C(O)C[NH2+][C:1](COC1=CC=CC=C1)([O-:2])[Cl:3]
train,11453,2,added_mix,planar_to_tetrahedral,,"COC1=C(C)C(CN2C=C([C:1](OC(=NC3CCCCC3)NC3CCCCC3)=[O:2])C3=C2C=C(C)C=N3)=NC=N1.FC(F)C[NH2:3]|(3, 1);((1, 2), 2)","COC1=C(C)C(CN2C=C([C:1](OC(=NC3CCCCC3)NC3CCCCC3)=[O:2])C3=C2C=C(C)C=N3)=NC=N1.FC(F)C[NH2:3]|(3, 1);((1, 2), 2)|TH(1,'mix',())",COC1=C(C)C(CN2C=C(C([O-])(OC(NC3CCCCC3)=[N:1]C3CCCCC3)[NH+:2](CC(F)F)[H:3])C3=C2C=C(C)C=N3)=NC=N1
train,11460,2,added_mix,planar_to_tetrahedral,,"CC1CC2=CC=CC=C2[NH:1]1.O=C1NC2=NC=CC=C2C12CC1=CC=C(NC3=CC([C:2](OC(=NC4CCCCC4)NC4CCCCC4)=[O:3])=CC=N3)C=C1C2|(1, 2);((2, 3), 3)","CC1CC2=CC=CC=C2[NH:1]1.O=C1NC2=NC=CC=C2C12CC1=CC=C(NC3=CC([C:2](OC(=NC4CCCCC4)NC4CCCCC4)=[O:3])=CC=N3)C=C1C2|(1, 2);((2, 3), 3)|TH(2,'mix',())",CC1CC2=CC=CC=C2[N+:1]1(C([O-])(OC(NC1CCCCC1)=[N:2]C1CCCCC1)C1=CC=NC(NC2=CC=C3CC4(CC3=C2)C(=O)NC2=NC=CC=C24)=C1)[H:3]
train,11454,0,no_matching_mode,planar_to_tetrahedral,,"CC(C)(C(=O)O)C1=CC=C([C:1](CCCN2CCC(C(O)(C3=CC=CC=C3)C3=CC=CC=C3)CC2)=[O:2])C=C1.[H:3][BH3-:4]|((4, 3), 1);((1, 2), 2)","CC(C)(C(=O)O)C1=CC=C([C:1](CCCN2CCC(C(O)(C3=CC=CC=C3)C3=CC=CC=C3)CC2)=[O:2])C=C1.[H:3][BH3-:4]|((4, 3), 1);((1, 2), 2)",CC(C)(C(=O)O)C1=CC=C(C(CCCN2CCC(C(O)(C3=CC=CC=C3)C3=CC=CC=C3)CC2)[O-:1])C=C1.C[O:2][H:3]
train,11449,0,added_mix,planar_to_tetrahedral,,"N#CC1=CC=C([CH:1]=[O:2])C=C1.O[NH2:3].[H+:4]|(3, 1);((1, 2), 4)","N#CC1=CC=C([CH:1]=[O:2])C=C1.O[NH2:3].[H+:4]|(3, 1);((1, 2), 4)|TH(1,'mix',())",N#CC1=CC=C(C([NH+:1](O)[H:2])[OH:3])C=C1
train,11447,1,added_mix,planar_to_tetrahedral,,"CCOC(=O)[CH+:1]C.CSC1=C(Cl)C(C2=CC([OH:2])=C(Cl)C=C2Cl)=NN1C|(2, 1)","CCOC(=O)[CH+:1]C.CSC1=C(Cl)C(C2=CC([OH:2])=C(Cl)C=C2Cl)=NN1C|(2, 1)|TH(1,'mix',())",CCOC(=O)C(C)[OH+]C1=C(Cl)C=C(Cl)C(C2=NN(C)C(SC)=C2Cl)=C1
train,11462,2,added_mix,planar_to_tetrahedral,,"C1CCC(N=C(NC2CCCCC2)O[CH:1]=[O:2])CC1.CC1=NN(C)C2=C1C(C1=CC=C(Cl)C=C1Cl)SC(C)(C)C[NH:3]2|(3, 1);((1, 2), 2)","C1CCC(N=C(NC2CCCCC2)O[CH:1]=[O:2])CC1.CC1=NN(C)C2=C1C(C1=CC=C(Cl)C=C1Cl)SC(C)(C)C[NH:3]2|(3, 1);((1, 2), 2)|TH(1,'mix',())",CC1=NN(C)C2=C1C(C1=CC=C(Cl)C=C1Cl)SC(C)(C)C[N+:1]2(C([O-])OC(NC1CCCCC1)=[N:2]C1CCCCC1)[H:3]
train,11450,0,no_matching_mode,planar_to_tetrahedral,,"CO[C:1](C1CCC1N1C=NC([N+](=O)O)=C1)=[O:2].[H:3][AlH3-:4]|((4, 3), 1);((1, 2), 2)","CO[C:1](C1CCC1N1C=NC([N+](=O)O)=C1)=[O:2].[H:3][AlH3-:4]|((4, 3), 1);((1, 2), 2)",C[O:1][CH:2](C1CCC1N1C=NC([N+](=O)O)=C1)[O-:3]
train,1150,2,added_mix,planar_to_tetrahedral,,"C1=CC=C(C2=NC=C(CN3CCC(C[NH2:1])CC3)S2)N=C1.N#CC1=C(N)C=C([C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])N=C1Cl|(1, 2);((2, 3), 3)","C1=CC=C(C2=NC=C(CN3CCC(C[NH2:1])CC3)S2)N=C1.N#CC1=C(N)C=C([C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])N=C1Cl|(1, 2);((2, 3), 3)|TH(2,'mix',())",N#CC1=C(N)C=C(C([O-])(OC(NC2CCCCC2)=[N:1]C2CCCCC2)[NH+:2](CC2CCN(CC3=CN=C(C4=CC=CC=N4)S3)CC2)[H:3])N=C1Cl
train,11459,0,added_mix,planar_to_tetrahedral,,"C1=CC2=CC([NH2:1])=CC=C2N1.O=C1N(C2=CC=CC=C2)C2=CC=CC=C2[C:2]1=[O:3].[H+:4]|(1, 2);((2, 3), 4)","C1=CC2=CC([NH2:1])=CC=C2N1.O=C1N(C2=CC=CC=C2)C2=CC=CC=C2[C:2]1=[O:3].[H+:4]|(1, 2);((2, 3), 4)|TH(2,'mix',())",O=C1N(C2=CC=CC=C2)C2=C(C=CC=C2)C1([NH+:1](C1=CC=C2NC=CC2=C1)[H:2])[OH:3]
train,11463,2,added_mix,planar_to_tetrahedral,,"CCCC(C1=CC=CC=C1N1CCCCC1)[NH2:1].COC(=O)C1=CC=C(C[C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])C(OC)=C1|(1, 2);((2, 3), 3)","CCCC(C1=CC=CC=C1N1CCCCC1)[NH2:1].COC(=O)C1=CC=C(C[C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])C(OC)=C1|(1, 2);((2, 3), 3)|TH(2,'mix',())",CCCC(C1=CC=CC=C1N1CCCCC1)[NH+:1](C([O-])(CC1=CC=C(C(=O)OC)C=C1OC)OC(NC1CCCCC1)=[N:2]C1CCCCC1)[H:3]
train,11452,0,added_mix,planar_to_tetrahedral,,"C1=CC=C2C(=C1)C=CC=C2N1CC[NH:1]CC1.ClC[C:2](Cl)=[O:3]|(1, 2);((2, 3), 3)","C1=CC=C2C(=C1)C=CC=C2N1CC[NH:1]CC1.ClC[C:2](Cl)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",ClC[C:1]([NH+]1CCN(C2=CC=CC3=CC=CC=C32)CC1)([O-:2])[Cl:3]
train,11466,2,added_mix,planar_to_tetrahedral,,"CC(C)(C)OC(=O)N1CCC2(CC1)CC([C:1](OC(=NC1CCCCC1)NC1CCCCC1)=[O:2])C2.[NH3:3]|(3, 1);((1, 2), 2)","CC(C)(C)OC(=O)N1CCC2(CC1)CC([C:1](OC(=NC1CCCCC1)NC1CCCCC1)=[O:2])C2.[NH3:3]|(3, 1);((1, 2), 2)|TH(1,'mix',())",CC(C)(C)OC(=O)N1CCC2(CC1)CC(C([O-])(OC(NC1CCCCC1)=[N:1]C1CCCCC1)[NH2+:2][H:3])C2
train,11458,0,added_mix,planar_to_tetrahedral,,"CC(C)(C)OC(=O)NC1=CC=C(C2CC[NH:1]CC2)C=C1.CN(C)C[C:2](Cl)=[O:3]|(1, 2);((2, 3), 3)","CC(C)(C)OC(=O)NC1=CC=C(C2CC[NH:1]CC2)C=C1.CN(C)C[C:2](Cl)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",CN(C)C[C:1]([NH+]1CCC(C2=CC=C(NC(=O)OC(C)(C)C)C=C2)CC1)([O-:2])[Cl:3]
train,11473,0,no_matching_mode,planar_to_tetrahedral,,"CC1=CC=CC=C1CN(C1=CC=C(C#N)C(Cl)=C1)[C@H]1CC[NH:1]C1.CC1=NN(C)C([CH:2]=[O:3])=C1.[H+:4]|(1, 2);((2, 3), 4)","CC1=CC=CC=C1CN(C1=CC=C(C#N)C(Cl)=C1)[C@H]1CC[NH:1]C1.CC1=NN(C)C([CH:2]=[O:3])=C1.[H+:4]|(1, 2);((2, 3), 4)",CC1=NN(C)C(C([N+:1]2([H:2])CCC(N(CC3=C(C)C=CC=C3)C3=CC=C(C#N)C(Cl)=C3)C2)[OH:3])=C1
train,1142,0,added_mix,planar_to_tetrahedral,,"COCCC1=NC2=C(N)N=C3C=CC=CC3=C2N1CCC[NH2:1].Cl[C:2](C1=CC=CC=C1)=[O:3]|(1, 2);((2, 3), 3)","COCCC1=NC2=C(N)N=C3C=CC=CC3=C2N1CCC[NH2:1].Cl[C:2](C1=CC=CC=C1)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",COCCC1=NC2=C(N)N=C3C=CC=CC3=C2N1CCC[NH2+][C:1](C1=CC=CC=C1)([O-:2])[Cl:3]
train,11475,2,added_mix,planar_to_tetrahedral,,"C1=CC(CC[NH2:1])=CC=N1.COC1=CC=C(NC2=CC(C3=CC=C([C:2](OC(=NC4CCCCC4)NC4CCCCC4)=[O:3])C=C3)=NN3C=CN=C23)N=C1OC|(1, 2);((2, 3), 3)","C1=CC(CC[NH2:1])=CC=N1.COC1=CC=C(NC2=CC(C3=CC=C([C:2](OC(=NC4CCCCC4)NC4CCCCC4)=[O:3])C=C3)=NN3C=CN=C23)N=C1OC|(1, 2);((2, 3), 3)|TH(2,'mix',())",COC1=CC=C(NC2=CC(C3=CC=C(C([O-])(OC(NC4CCCCC4)=[N:1]C4CCCCC4)[NH+:2](CCC4=CC=NC=C4)[H:3])C=C3)=NN3C=CN=C23)N=C1OC
train,11472,0,added_mix,planar_to_tetrahedral,,"C1=CC([CH:1]=[O:2])=CO1.C1=CC2=CC=C(NCCC[NH2:3])N=C2C=C1.[H+:4]|(3, 1);((1, 2), 4)","C1=CC([CH:1]=[O:2])=CO1.C1=CC2=CC=C(NCCC[NH2:3])N=C2C=C1.[H+:4]|(3, 1);((1, 2), 4)|TH(1,'mix',())",C1=CC2=CC=C(NCCC[NH+:1](C(C3=COC=C3)[OH:2])[H:3])N=C2C=C1
val,10117,0,added_mix,planar_to_tetrahedral,,"FC1=CC=C(OCC2CCCN([C:1](C3(C4=CC=C(Cl)C=C4)CCC3)=[O:2])C2)C=C1.[H:3][AlH3-:4]|((4, 3), 1);((1, 2), 4)","FC1=CC=C(OCC2CCCN([C:1](C3(C4=CC=C(Cl)C=C4)CCC3)=[O:2])C2)C=C1.[H:3][AlH3-:4]|((4, 3), 1);((1, 2), 4)|TH(1,'mix',())",FC1=CC=C(OCC2CCC[N:1]([CH:2](C3(C4=CC=C(Cl)C=C4)CCC3)[O:3][AlH3-])C2)C=C1
val,10124,0,added_mix,planar_to_tetrahedral,,"C1=CSC([NH2:1])=N1.COC1CCC(CC(C2=CC=C(Cl)C(Cl)=C2)[C:2](OC)=[O:3])C1|(1, 2);((2, 3), 3)","C1=CSC([NH2:1])=N1.COC1CCC(CC(C2=CC=C(Cl)C(Cl)=C2)[C:2](OC)=[O:3])C1|(1, 2);((2, 3), 3)|TH(2,'mix',())",COC1CCC(CC(C2=CC=C(Cl)C(Cl)=C2)[C:1]([NH2+]C2=NC=CS2)([O-:2])[O:3]C)C1
val,10238,2,added_mix,planar_to_tetrahedral,,"FC(F)(F)C1(C2=CC(Cl)=CC(Cl)=C2)CC(C2=CC=C([C:1](OC(=NC3CCCCC3)NC3CCCCC3)=[O:2])C3=C2C=CC=C3)=NO1.FC(F)(F)C[NH2:3]|(3, 1);((1, 2), 2)","FC(F)(F)C1(C2=CC(Cl)=CC(Cl)=C2)CC(C2=CC=C([C:1](OC(=NC3CCCCC3)NC3CCCCC3)=[O:2])C3=C2C=CC=C3)=NO1.FC(F)(F)C[NH2:3]|(3, 1);((1, 2), 2)|TH(1,'mix',())",[O-]C(OC(NC1CCCCC1)=[N:1]C1CCCCC1)(C1=CC=C(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)C2=CC=CC=C21)[NH+:2](CC(F)(F)F)[H:3]
val,10264,2,added_mix,planar_to_tetrahedral,,"O=C1C(C[C:1](OC(=NC2CCCCC2)NC2CCCCC2)=[O:2])CC2=CC(Cl)=C3NN=CC3=C2CN1CC1=CC=NC=C1.O=C1NC2=C(C=CC=C2)C=C1C1CC[NH:3]CC1|(3, 1);((1, 2), 2)","O=C1C(C[C:1](OC(=NC2CCCCC2)NC2CCCCC2)=[O:2])CC2=CC(Cl)=C3NN=CC3=C2CN1CC1=CC=NC=C1.O=C1NC2=C(C=CC=C2)C=C1C1CC[NH:3]CC1|(3, 1);((1, 2), 2)|TH(1,'mix',())",O=C1NC2=CC=CC=C2C=C1C1CC[N+:1](C([O-])(CC2CC3=CC(Cl)=C4NN=CC4=C3CN(CC3=CC=NC=C3)C2=O)OC(NC2CCCCC2)=[N:2]C2CCCCC2)([H:3])CC1
val,10282,0,added_mix,planar_to_tetrahedral,,"C1=CC2=CN=CC=C2C([NH2:1])=C1.COC1=CC=C([C:2](Cl)=[O:3])C=C1|(1, 2);((2, 3), 3)","C1=CC2=CN=CC=C2C([NH2:1])=C1.COC1=CC=C([C:2](Cl)=[O:3])C=C1|(1, 2);((2, 3), 3)|TH(2,'mix',())",COC1=CC=C([C:1]([NH2+]C2=CC=CC3=CN=CC=C32)([O-:2])[Cl:3])C=C1
val,10336,2,added_mix,planar_to_tetrahedral,,"FC1=C(C[C:1](OC(=NC2CCCCC2)NC2CCCCC2)=[O:2])C(F)=C2C=C(Br)C=NC2=C1.N[NH2:3]|(3, 1);((1, 2), 2)","FC1=C(C[C:1](OC(=NC2CCCCC2)NC2CCCCC2)=[O:2])C(F)=C2C=C(Br)C=NC2=C1.N[NH2:3]|(3, 1);((1, 2), 2)|TH(1,'mix',())",N[NH+:1](C([O-])(CC1=C(F)C=C2N=CC(Br)=CC2=C1F)OC(NC1CCCCC1)=[N:2]C1CCCCC1)[H:3]
val,10319,0,no_matching_mode,planar_to_tetrahedral,,"COC1=C([C:1](C)=[O:2])C=C(Cl)C(F)=C1Br.[H:3][BH3-:4]|((4, 3), 1);((1, 2), 2)","COC1=C([C:1](C)=[O:2])C=C(Cl)C(F)=C1Br.[H:3][BH3-:4]|((4, 3), 1);((1, 2), 2)",COC1=C(C(C)[O-:1])C=C(Cl)C(F)=C1Br.C[O:2][H:3]
val,10324,0,added_mix,planar_to_tetrahedral,,"CC(C)C1=CC=C(C2=NC3=C(C(=O)N2C2=CC=C(Cl)C=C2)[NH:1]N=C3C2=CC=CC=C2)C=C1.CN(C)[C:2](Cl)=[O:3]|(1, 2);((2, 3), 3)","CC(C)C1=CC=C(C2=NC3=C(C(=O)N2C2=CC=C(Cl)C=C2)[NH:1]N=C3C2=CC=CC=C2)C=C1.CN(C)[C:2](Cl)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",CC(C)C1=CC=C(C2=NC3=C(C(=O)N2C2=CC=C(Cl)C=C2)[NH+]([C:1](N(C)C)([O-:2])[Cl:3])N=C3C2=CC=CC=C2)C=C1
val,10335,1,added_mix,planar_to_tetrahedral,,"C1=CC2=C(N=C1)ON=C2[O-:1].CC1CCN([C:2](Cl)=[O:3])CC1|(1, 2);((2, 3), 3)","C1=CC2=C(N=C1)ON=C2[O-:1].CC1CCN([C:2](Cl)=[O:3])CC1|(1, 2);((2, 3), 3)|TH(2,'mix',())",CC1CCN([C:1](OC2=NOC3=C2C=CC=N3)([O-:2])[Cl:3])CC1
val,10342,0,added_mix,planar_to_tetrahedral,,"C1=CC=C2CC(NC3=NC=C4C[NH:1]CC4=N3)CC2=C1.ClCCCO[C:2](Cl)=[O:3]|(1, 2);((2, 3), 3)","C1=CC=C2CC(NC3=NC=C4C[NH:1]CC4=N3)CC2=C1.ClCCCO[C:2](Cl)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",ClCCCO[C:1]([NH+]1CC2=CN=C(NC3CC4=CC=CC=C4C3)N=C2C1)([O-:2])[Cl:3]
val,10383,2,added_mix,planar_to_tetrahedral,,"CC1=CC2=C(C=C1)C(CC(C)C)C(=O)N(C[C:1](OC(=NC1CCCCC1)NC1CCCCC1)=[O:2])CC2C1=CC=CC=C1Cl.CCOC(=O)CC1CC[NH:3]CC1|(3, 1);((1, 2), 2)","CC1=CC2=C(C=C1)C(CC(C)C)C(=O)N(C[C:1](OC(=NC1CCCCC1)NC1CCCCC1)=[O:2])CC2C1=CC=CC=C1Cl.CCOC(=O)CC1CC[NH:3]CC1|(3, 1);((1, 2), 2)|TH(1,'mix',())",CCOC(=O)CC1CC[N+:1](C([O-])(CN2CC(C3=CC=CC=C3Cl)C3=C(C=CC(C)=C3)C(CC(C)C)C2=O)OC(NC2CCCCC2)=[N:2]C2CCCCC2)([H:3])CC1
val,10352,2,added_mix,planar_to_tetrahedral,,"CC1=CC2=C(C=C1)OCC1=C(C=CC=C1)C2[C:1](OC(=NC1CCCCC1)NC1CCCCC1)=[O:2].CC1=CC=CC(Cl)=C1[NH2:3]|(3, 1);((1, 2), 2)","CC1=CC2=C(C=C1)OCC1=C(C=CC=C1)C2[C:1](OC(=NC1CCCCC1)NC1CCCCC1)=[O:2].CC1=CC=CC(Cl)=C1[NH2:3]|(3, 1);((1, 2), 2)|TH(1,'mix',())",CC1=CC=C2OCC3=C(C=CC=C3)C(C([O-])(OC(NC3CCCCC3)=[N:1]C3CCCCC3)[NH+:2](C3=C(C)C=CC=C3Cl)[H:3])C2=C1
val,10354,1,added_mix,planar_to_tetrahedral,,"CC(=O)N(C1=CC=C(Cl)C=C1)C1CC(C)N(C(=O)C2=CC=C([OH:1])C=C2)C2=CC=CC=C21.CCOC(=O)[CH+:2]F|(1, 2)","CC(=O)N(C1=CC=C(Cl)C=C1)C1CC(C)N(C(=O)C2=CC=C([OH:1])C=C2)C2=CC=CC=C21.CCOC(=O)[CH+:2]F|(1, 2)|TH(2,'mix',())",CCOC(=O)C(F)[OH+]C1=CC=C(C(=O)N2C3=CC=CC=C3C(N(C(C)=O)C3=CC=C(Cl)C=C3)CC2C)C=C1
val,10387,2,added_mix,planar_to_tetrahedral,,"C1=CC=C2C(=C1)CCC2[NH2:1].COC1=C([C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])C=CC(C2=CC=NC=C2)=C1|(1, 2);((2, 3), 3)","C1=CC=C2C(=C1)CCC2[NH2:1].COC1=C([C:2](OC(=NC2CCCCC2)NC2CCCCC2)=[O:3])C=CC(C2=CC=NC=C2)=C1|(1, 2);((2, 3), 3)|TH(2,'mix',())",COC1=C(C([O-])(OC(NC2CCCCC2)=[N:1]C2CCCCC2)[NH+:2](C2CCC3=CC=CC=C32)[H:3])C=CC(C2=CC=NC=C2)=C1
val,10365,1,added_mix,planar_to_tetrahedral,,"CCO[P:1](=O)(OCC)[CH-:2]C1=CC=C(OC(F)(F)F)C=C1.N#CC1=CC([CH:3]=[O:4])=C(Br)C=C1|(2, 3);((3, 4), 1)","CCO[P:1](=O)(OCC)[CH-:2]C1=CC=C(OC(F)(F)F)C=C1.N#CC1=CC([CH:3]=[O:4])=C(Br)C=C1|(2, 3);((3, 4), 1)|TH(3,'mix',())",CCO[P-:1]1(OCC)(=[O:2])OC(C2=C(Br)C=CC(C#N)=C2)C1C1=CC=C(OC(F)(F)F)C=C1
val,10381,0,added_mix,planar_to_tetrahedral,,"COC1=C([CH:1]=[O:2])C=C2C(=C1)N=CN=C2NC1=CC=CC(Cl)=C1F.N#CCC[NH:3]CC(=O)O.[H+:4]|(3, 1);((1, 2), 4)","COC1=C([CH:1]=[O:2])C=C2C(=C1)N=CN=C2NC1=CC=CC(Cl)=C1F.N#CCC[NH:3]CC(=O)O.[H+:4]|(3, 1);((1, 2), 4)|TH(1,'mix',())",COC1=C(C([N+:1](CCC#N)(CC(=O)O)[H:2])[OH:3])C=C2C(=C1)N=CN=C2NC1=CC=CC(Cl)=C1F
val,10376,0,no_matching_mode,planar_to_tetrahedral,,"CC(C)(C)OC(=O)CCNC(=O)C1=CC=C([C:1](C)=[O:2])C=C1.[H:3][BH3-:4]|((4, 3), 1);((1, 2), 2)","CC(C)(C)OC(=O)CCNC(=O)C1=CC=C([C:1](C)=[O:2])C=C1.[H:3][BH3-:4]|((4, 3), 1);((1, 2), 2)",CC(C1=CC=C(C(=O)NCCC(=O)OC(C)(C)C)C=C1)[O-:1].C[O:2][H:3]
val,10395,2,added_mix,planar_to_tetrahedral,,"CC(=O)C1=CC=C(N2CCN(C[C:1](OC(=NC3CCCCC3)NC3CCCCC3)=[O:2])CC2)C=C1.O=C(NC1=CC=C(OC2=CC=C(F)C=C2)C=C1)C(COCC1=CC=CC=C1)[NH2:3]|(3, 1);((1, 2), 2)","CC(=O)C1=CC=C(N2CCN(C[C:1](OC(=NC3CCCCC3)NC3CCCCC3)=[O:2])CC2)C=C1.O=C(NC1=CC=C(OC2=CC=C(F)C=C2)C=C1)C(COCC1=CC=CC=C1)[NH2:3]|(3, 1);((1, 2), 2)|TH(1,'mix',())",CC(=O)C1=CC=C(N2CCN(CC([O-])(OC(NC3CCCCC3)=[N:1]C3CCCCC3)[NH+:2](C(COCC3=CC=CC=C3)C(=O)NC3=CC=C(OC4=CC=C(F)C=C4)C=C3)[H:3])CC2)C=C1
val,10390,1,added_mix,planar_to_tetrahedral,,"C=C(C)[C:1](Cl)=[O:2].O=C1C2=CC=CC=C2C(=O)C2=CC([O-:3])=CC=C12|(3, 1);((1, 2), 2)","C=C(C)[C:1](Cl)=[O:2].O=C1C2=CC=CC=C2C(=O)C2=CC([O-:3])=CC=C12|(3, 1);((1, 2), 2)|TH(1,'mix',())",C=C(C)[C:1](OC1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1)([O-:2])[Cl:3]
val,10398,0,no_matching_mode,planar_to_tetrahedral,,"CO[C@@H](CC1=CC=C(C#CCOC2=CC=C([C:1](C3=CC=C(F)C=C3)=[O:2])C=C2)C=C1)C(=O)O.O[NH2:3].[H+:4]|(3, 1);((1, 2), 4)","CO[C@@H](CC1=CC=C(C#CCOC2=CC=C([C:1](C3=CC=C(F)C=C3)=[O:2])C=C2)C=C1)C(=O)O.O[NH2:3].[H+:4]|(3, 1);((1, 2), 4)",COC(CC1=CC=C(C#CCOC2=CC=C(C(C3=CC=C(F)C=C3)([NH+:1](O)[H:2])[OH:3])C=C2)C=C1)C(=O)O
val,10405,0,added_mix,planar_to_tetrahedral,,"C[NH:1]CC(CCO)C1=CC=C(F)C(F)=C1.Cl[C:2](C1=CC=CC2=C1CCCC2)=[O:3]|(1, 2);((2, 3), 3)","C[NH:1]CC(CCO)C1=CC=C(F)C(F)=C1.Cl[C:2](C1=CC=CC2=C1CCCC2)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",C[NH+](CC(CCO)C1=CC=C(F)C(F)=C1)[C:1](C1=CC=CC2=C1CCCC2)([O-:2])[Cl:3]
val,10425,0,no_matching_mode,planar_to_tetrahedral,,"CCO[C:1]([C@@H]1C[C@@H](OC2CCCCO2)CN1C(=O)OCC1=CC=CC=C1)=[O:2].CO[NH:3]C|(3, 1);((1, 2), 2)","CCO[C:1]([C@@H]1C[C@@H](OC2CCCCO2)CN1C(=O)OCC1=CC=CC=C1)=[O:2].CO[NH:3]C|(3, 1);((1, 2), 2)",CC[O:1][C:2](C1CC(OC2CCCCO2)CN1C(=O)OCC1=CC=CC=C1)([NH+](C)OC)[O-:3]
val,10452,2,added_mix,planar_to_tetrahedral,,"CCOC(=O)C1=C(C2CC2)N(C2=C(Cl)C=CC([C:1](OC(=NC3CCCCC3)NC3CCCCC3)=[O:2])=C2)N=C1.C[NH2:3]|(3, 1);((1, 2), 2)","CCOC(=O)C1=C(C2CC2)N(C2=C(Cl)C=CC([C:1](OC(=NC3CCCCC3)NC3CCCCC3)=[O:2])=C2)N=C1.C[NH2:3]|(3, 1);((1, 2), 2)|TH(1,'mix',())",CCOC(=O)C1=C(C2CC2)N(C2=C(Cl)C=CC(C([O-])(OC(NC3CCCCC3)=[N:1]C3CCCCC3)[NH+:2](C)[H:3])=C2)N=C1
val,10472,0,no_matching_mode,planar_to_tetrahedral,,"CC(=O)O[C:1](C)=[O:2].OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](SC3=CC=C([NH2:3])C=C3)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O|(3, 1);((1, 2), 2)","CC(=O)O[C:1](C)=[O:2].OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](SC3=CC=C([NH2:3])C=C3)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O|(3, 1);((1, 2), 2)",CC(=O)[O:1][C:2](C)([NH2+]C1=CC=C(SC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C=C1)[O-:3]
val,10471,0,added_mix,planar_to_tetrahedral,,"C1=CC(C2=NN3C=NN=C3C=C2)=CC([NH2:1])=C1.CC(=O)O[C:2](C)=[O:3]|(1, 2);((2, 3), 3)","C1=CC(C2=NN3C=NN=C3C=C2)=CC([NH2:1])=C1.CC(=O)O[C:2](C)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",CC(=O)[O:1][C:2](C)([NH2+]C1=CC=CC(C2=NN3C=NN=C3C=C2)=C1)[O-:3]
val,10479,0,added_mix,planar_to_tetrahedral,,"CC1=CC(C2=C(C3=CC=NC([NH2:1])=C3)N3N=CC=CC3=N2)=CC=C1F.Cl[C:2](C1=CC=NC=C1)=[O:3]|(1, 2);((2, 3), 3)","CC1=CC(C2=C(C3=CC=NC([NH2:1])=C3)N3N=CC=CC3=N2)=CC=C1F.Cl[C:2](C1=CC=NC=C1)=[O:3]|(1, 2);((2, 3), 3)|TH(2,'mix',())",CC1=CC(C2=C(C3=CC=NC([NH2+][C:1](C4=CC=NC=C4)([O-:2])[Cl:3])=C3)N3N=CC=CC3=N2)=CC=C1F
